ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,CUSTOMERNAME,COUNTRY,DEALSIZE
2291,21,63.35,1330.35,7/19/2004 0:00,Shipped,Trucks and Buses,Souveniers And Things Co.,Australia,Small
2292,36,77.57,2792.52,8/19/2004 0:00,Shipped,Trucks and Buses,Diecast Classics Inc.,USA,Small
2293,32,71.75,2296,9/8/2004 0:00,Shipped,Trucks and Buses,Scandinavian Gift Ideas,Sweden,Small
2294,36,73.04,2629.44,10/11/2004 0:00,Shipped,Trucks and Buses,Auto Assoc. & Cie.,France,Small
2295,34,56.24,1912.16,10/22/2004 0:00,Shipped,Trucks and Buses,Canadian Gift Exchange Network,Canada,Small
2296,48,100,8209.44,11/5/2004 0:00,Shipped,Trucks and Buses,Vitachrome Inc.,USA,Large
2297,33,73.69,2431.77,11/18/2004 0:00,Shipped,Trucks and Buses,Mini Wheels Co.,USA,Small
2298,31,100,3139.99,11/1/2004 0:00,Shipped,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,Medium
2299,36,100,5669.64,12/10/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
2300,25,100,3160.25,1/20/2005 0:00,Shipped,Trucks and Buses,"Anna's Decorations, Ltd",Australia,Medium
2301,48,100,6799.68,2/17/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
2302,27,69.16,1867.32,5/1/2005 0:00,Shipped,Trucks and Buses,Quebec Home Shopping Network,Canada,Small
2303,44,61.41,2702.04,5/31/2005 0:00,In Process,Trucks and Buses,Euro Shopping Channel,Spain,Small
2304,33,72.92,2406.36,2/17/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
2305,29,72.23,2094.67,4/29/2003 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Small
2306,49,57.1,2797.9,6/27/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
2307,20,81.86,1637.2,8/13/2003 0:00,Shipped,Vintage Cars,Royale Belge,Belgium,Small
2308,31,73.61,2281.91,10/28/2003 0:00,Shipped,Vintage Cars,Technics Stores Inc.,USA,Small
2309,39,59.16,2307.24,1/12/2004 0:00,Shipped,Vintage Cars,Osaka Souveniers Co.,Japan,Small
2310,20,66.04,1320.8,2/20/2004 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Small
2311,34,77.73,2642.82,4/2/2004 0:00,Shipped,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,Small
2312,50,61.22,3061,5/11/2004 0:00,Shipped,Vintage Cars,The Sharp Gifts Warehouse,USA,Medium
2313,40,79.11,3164.4,6/24/2004 0:00,Cancelled,Vintage Cars,Euro Shopping Channel,Spain,Medium
2314,28,63.97,1791.16,7/23/2004 0:00,Shipped,Vintage Cars,La Rochelle Gifts,France,Small
2315,50,81.86,4093,8/21/2004 0:00,Shipped,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,Medium
2316,28,79.8,2234.4,9/16/2004 0:00,Shipped,Vintage Cars,"Clover Collections, Co.",Ireland,Small
2317,46,66.04,3037.84,10/15/2004 0:00,Shipped,Vintage Cars,Mini Classics,USA,Medium
2318,24,59.16,1419.84,11/1/2004 0:00,Shipped,Vintage Cars,giftsbymail.co.uk,UK,Small
2319,24,81.17,1948.08,11/12/2004 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
2320,39,59.16,2307.24,11/24/2004 0:00,Shipped,Vintage Cars,Enaco Distributors,Spain,Small
2321,40,44.51,1780.4,12/4/2004 0:00,Shipped,Vintage Cars,Gift Ideas Corp.,USA,Small
2322,49,72.33,3544.17,12/17/2004 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Medium
2323,44,82.26,3619.44,2/3/2005 0:00,Shipped,Vintage Cars,La Rochelle Gifts,France,Medium
2324,35,100,3918.95,3/3/2005 0:00,Shipped,Vintage Cars,FunGiftIdeas.com,USA,Medium
2325,22,67.41,1483.02,3/30/2005 0:00,Shipped,Vintage Cars,Reims Collectables,France,Small
2326,62,77.73,4819.26,4/3/2005 0:00,On Hold,Vintage Cars,Tekni Collectables Inc.,USA,Medium
2327,26,61.22,1591.72,5/10/2005 0:00,Shipped,Vintage Cars,L'ordine Souveniers,Italy,Small
2328,31,100,3669.78,3/3/2003 0:00,Shipped,Motorcycles,Cruz & Sons Co.,Philippines,Medium
2329,25,86.74,2168.5,5/7/2003 0:00,Shipped,Motorcycles,Reims Collectables,France,Small
2330,30,89.8,2694,7/2/2003 0:00,Shipped,Motorcycles,Mini Gifts Distributors Ltd.,USA,Small
2331,27,100,3251.34,8/25/2003 0:00,Shipped,Motorcycles,Toys4GrownUps.com,USA,Medium
2332,23,100,2347.15,10/10/2003 0:00,Shipped,Motorcycles,Corporate Gift Ideas Co.,USA,Small
2333,34,100,3920.88,11/4/2003 0:00,Shipped,Motorcycles,"Anna's Decorations, Ltd",Australia,Medium
2334,22,100,2514.6,11/11/2003 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Small
2335,42,85.72,3600.24,11/19/2003 0:00,Shipped,Motorcycles,Euro Shopping Channel,Spain,Medium
2336,37,100,4040.03,1/15/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Medium
2337,30,100,3336.9,2/21/2004 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Medium
2338,27,100,3113.64,4/5/2004 0:00,Shipped,Motorcycles,Vitachrome Inc.,USA,Medium
2339,25,100,2832,5/26/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Small
2340,34,97.97,3330.98,6/30/2004 0:00,Shipped,Motorcycles,Gifts4AllAges.com,USA,Medium
2341,38,100,4304.64,8/2/2004 0:00,Shipped,Motorcycles,Online Mini Collectables,USA,Medium
2342,26,100,2600.26,8/27/2004 0:00,Shipped,Motorcycles,Marta's Replicas Co.,USA,Small
2343,38,100,4382.16,9/30/2004 0:00,Shipped,Motorcycles,"Toys of Finland, Co.",Finland,Medium
2344,50,84.7,4235,10/15/2004 0:00,Shipped,Motorcycles,Baane Mini Imports,Norway,Medium
2345,22,100,2626.8,11/3/2004 0:00,Shipped,Motorcycles,Microscale Inc.,USA,Small
2346,32,100,5026.56,11/17/2004 0:00,Shipped,Motorcycles,Motor Mint Distributors Inc.,USA,Medium
2347,31,71.02,2201.62,11/24/2004 0:00,Shipped,Motorcycles,Salzburg Collectables,Austria,Small
2348,40,100,4326.8,12/7/2004 0:00,Shipped,Motorcycles,Euro Shopping Channel,Spain,Medium
2349,22,100,3425.18,1/7/2005 0:00,Shipped,Motorcycles,Mini Creations Ltd.,USA,Medium
2350,41,100,4701.88,2/3/2005 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Medium
2351,45,48.98,2204.1,3/4/2005 0:00,Shipped,Motorcycles,Mini Gifts Distributors Ltd.,USA,Small
2352,45,100,5189.4,4/8/2005 0:00,Shipped,Motorcycles,"UK Collectables, Ltd.",UK,Medium
2353,39,40.15,1565.85,2/17/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
2354,49,50.62,2480.38,4/29/2003 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Small
2355,27,50.19,1355.13,6/27/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
2356,34,36.66,1246.44,8/10/2003 0:00,Shipped,Vintage Cars,Mini Creations Ltd.,USA,Small
2357,20,41.02,820.4,10/8/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
2358,48,51.93,2492.64,10/28/2003 0:00,Shipped,Vintage Cars,Technics Stores Inc.,USA,Small
2359,29,38.4,1113.6,12/1/2003 0:00,Shipped,Vintage Cars,West Coast Collectables Co.,USA,Small
2360,43,41.02,1763.86,1/12/2004 0:00,Shipped,Vintage Cars,Osaka Souveniers Co.,Japan,Small
2361,41,46.26,1896.66,2/20/2004 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Small
2362,41,35.35,1449.35,4/2/2004 0:00,Shipped,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,Small
2363,36,51.93,1869.48,5/11/2004 0:00,Shipped,Vintage Cars,The Sharp Gifts Warehouse,USA,Small
2364,49,37.97,1860.53,6/24/2004 0:00,Cancelled,Vintage Cars,Euro Shopping Channel,Spain,Small
2365,38,45.39,1724.82,7/23/2004 0:00,Shipped,Vintage Cars,La Rochelle Gifts,France,Small
2366,33,51.93,1713.69,8/21/2004 0:00,Shipped,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,Small
2367,26,48.44,1259.44,9/15/2004 0:00,Shipped,Vintage Cars,"Bavarian Collectables Imports, Co.",Germany,Small
2368,47,43.64,2051.08,10/15/2004 0:00,Shipped,Vintage Cars,Mini Classics,USA,Small
2369,34,47.57,1617.38,11/1/2004 0:00,Shipped,Vintage Cars,giftsbymail.co.uk,UK,Small
2370,34,51.93,1765.62,11/12/2004 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
2371,40,50.62,2024.8,11/24/2004 0:00,Shipped,Vintage Cars,Enaco Distributors,Spain,Small
2372,40,82.21,3288.4,12/4/2004 0:00,Shipped,Vintage Cars,Gift Ideas Corp.,USA,Medium
2373,33,82.59,2725.47,12/17/2004 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Small
2374,49,65.8,3224.2,2/3/2005 0:00,Shipped,Vintage Cars,La Rochelle Gifts,France,Medium
2375,27,100,3211.38,3/3/2005 0:00,Shipped,Vintage Cars,FunGiftIdeas.com,USA,Medium
2376,49,36.66,1796.34,3/30/2005 0:00,Shipped,Vintage Cars,Reims Collectables,France,Small
2377,56,35.35,1979.6,4/3/2005 0:00,On Hold,Vintage Cars,Tekni Collectables Inc.,USA,Small
2378,37,51.93,1921.41,5/10/2005 0:00,Shipped,Vintage Cars,L'ordine Souveniers,Italy,Small
2379,33,100,3705.24,1/31/2003 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
2380,27,100,2843.91,4/4/2003 0:00,Shipped,Trucks and Buses,Classic Legends Inc.,USA,Small
2381,46,100,6176.42,6/3/2003 0:00,Shipped,Trucks and Buses,Muscle Machine Inc,USA,Medium
2382,44,100,5500.44,8/1/2003 0:00,Shipped,Trucks and Buses,Suominen Souveniers,Finland,Medium
2383,26,100,3220.1,9/21/2003 0:00,Shipped,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,Medium
2384,48,94.92,4556.16,10/22/2003 0:00,Shipped,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Medium
2385,23,100,3114.89,11/6/2003 0:00,Shipped,Trucks and Buses,L'ordine Souveniers,Italy,Medium
2386,45,100,4948.2,11/14/2003 0:00,Shipped,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,Medium
2387,49,100,5161.17,11/25/2003 0:00,Shipped,Trucks and Buses,Mini Classics,USA,Medium
2388,28,94.92,2657.76,12/9/2003 0:00,Shipped,Trucks and Buses,Diecast Collectables,USA,Small
2389,37,100,3983.05,2/12/2004 0:00,Shipped,Trucks and Buses,"Clover Collections, Co.",Ireland,Medium
2390,34,100,3974.94,3/15/2004 0:00,Shipped,Trucks and Buses,"Blauer See Auto, Co.",Germany,Medium
2391,22,100,2928.42,5/5/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Small
2392,29,100,3054.57,6/15/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Medium
2393,34,98.39,3345.26,7/20/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
2394,38,100,4310.72,8/20/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
2395,41,100,4983.14,9/8/2004 0:00,Shipped,Trucks and Buses,Land of Toys Inc.,USA,Medium
2396,42,100,4618.32,10/13/2004 0:00,Shipped,Trucks and Buses,Marta's Replicas Co.,USA,Medium
2397,28,100,3403.12,10/22/2004 0:00,Shipped,Trucks and Buses,Heintze Collectables,Denmark,Medium
2398,38,100,5190.42,11/5/2004 0:00,Shipped,Trucks and Buses,Baane Mini Imports,Norway,Medium
2399,23,100,3141.57,11/20/2004 0:00,Shipped,Trucks and Buses,"La Corne D'abondance, Co.",France,Medium
2400,31,71.4,2213.4,12/2/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Small
2401,46,100,4896.7,12/15/2004 0:00,Shipped,Trucks and Buses,Reims Collectables,France,Medium
2402,48,56.55,2714.4,1/23/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
2403,29,100,3087.05,2/22/2005 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
2404,46,100,5692.96,3/17/2005 0:00,Shipped,Trucks and Buses,Lyon Souveniers,France,Medium
2405,26,100,3460.86,5/3/2005 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
2406,18,100,1895.94,5/31/2005 0:00,In Process,Trucks and Buses,La Rochelle Gifts,France,Small
2407,32,53.31,1705.92,1/31/2003 0:00,Shipped,Trains,Euro Shopping Channel,Spain,Small
2408,21,49.21,1033.41,4/16/2003 0:00,Shipped,Trains,"Dragon Souveniers, Ltd.",Singapore,Small
2409,46,69.12,3179.52,6/3/2003 0:00,Shipped,Trains,Muscle Machine Inc,USA,Medium
2410,42,49.79,2091.18,8/8/2003 0:00,Shipped,Trains,Mini Gifts Distributors Ltd.,USA,Small
2411,31,57.41,1779.71,9/28/2003 0:00,Shipped,Trains,Euro Shopping Channel,Spain,Small
2412,38,66.78,2537.64,10/22/2003 0:00,Shipped,Trains,"Dragon Souveniers, Ltd.",Singapore,Small
2413,38,64.44,2448.72,11/6/2003 0:00,Shipped,Trains,L'ordine Souveniers,Italy,Small
2414,20,48.62,972.4,11/14/2003 0:00,Shipped,Trains,Mini Creations Ltd.,USA,Small
2415,46,62.09,2856.14,11/26/2003 0:00,Shipped,Trains,Super Scale Inc.,USA,Small
2416,30,65.61,1968.3,1/2/2004 0:00,Shipped,Trains,"Saveley & Henriot, Co.",France,Small
2417,30,68.54,2056.2,2/12/2004 0:00,Shipped,Trains,"Clover Collections, Co.",Ireland,Small
2418,43,52.14,2242.02,3/15/2004 0:00,Shipped,Trains,"Blauer See Auto, Co.",Germany,Small
2419,49,63.85,3128.65,5/5/2004 0:00,Shipped,Trains,Suominen Souveniers,Finland,Medium
2420,43,56.82,2443.26,7/20/2004 0:00,Shipped,Trains,Diecast Classics Inc.,USA,Small
2421,37,66.78,2470.86,8/20/2004 0:00,Shipped,Trains,Mini Gifts Distributors Ltd.,USA,Small
2422,35,55.07,1927.45,9/8/2004 0:00,Shipped,Trains,Land of Toys Inc.,USA,Small
2423,34,60.34,2051.56,10/14/2004 0:00,Shipped,Trains,"AV Stores, Co.",UK,Small
2424,38,61.51,2337.38,10/22/2004 0:00,Shipped,Trains,Heintze Collectables,Denmark,Small
2425,44,100,5932.96,11/5/2004 0:00,Shipped,Trains,Baane Mini Imports,Norway,Medium
2426,21,100,2296.77,11/21/2004 0:00,Shipped,Trains,Classic Legends Inc.,USA,Small
2427,44,100,6490.88,12/2/2004 0:00,Shipped,Trains,Euro Shopping Channel,Spain,Medium
2428,25,64.93,1623.25,12/15/2004 0:00,Shipped,Trains,Reims Collectables,France,Small
2429,24,58.58,1405.92,1/26/2005 0:00,Shipped,Trains,"Tokyo Collectables, Ltd",Japan,Small
2430,38,60.06,2282.28,2/22/2005 0:00,Shipped,Trains,Euro Shopping Channel,Spain,Small
2431,45,100,8977.05,3/17/2005 0:00,Shipped,Trains,Lyon Souveniers,France,Large
2432,51,63.85,3256.35,5/5/2005 0:00,Shipped,Trains,Gift Depot Inc.,USA,Medium
2433,34,82.99,2821.66,3/3/2003 0:00,Shipped,Motorcycles,Cruz & Sons Co.,Philippines,Small
2434,44,74.85,3293.4,5/7/2003 0:00,Shipped,Motorcycles,Reims Collectables,France,Medium
2435,44,96,4224,7/2/2003 0:00,Shipped,Motorcycles,Mini Gifts Distributors Ltd.,USA,Medium
2436,38,81.36,3091.68,8/25/2003 0:00,Shipped,Motorcycles,Toys4GrownUps.com,USA,Medium
2437,31,71.6,2219.6,10/10/2003 0:00,Shipped,Motorcycles,Corporate Gift Ideas Co.,USA,Small
2438,48,80.55,3866.4,11/4/2003 0:00,Shipped,Motorcycles,"Anna's Decorations, Ltd",Australia,Medium
2439,21,93.56,1964.76,11/11/2003 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Small
2440,40,66.72,2668.8,11/19/2003 0:00,Shipped,Motorcycles,Euro Shopping Channel,Spain,Small
2441,40,80.55,3222,1/15/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Medium
2442,50,77.29,3864.5,2/21/2004 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Medium
2443,20,68.34,1366.8,4/5/2004 0:00,Shipped,Motorcycles,Vitachrome Inc.,USA,Small
2444,48,72.41,3475.68,5/26/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Medium
2445,47,89.5,4206.5,6/30/2004 0:00,Shipped,Motorcycles,Gifts4AllAges.com,USA,Medium
2446,21,70.78,1486.38,8/2/2004 0:00,Shipped,Motorcycles,Online Mini Collectables,USA,Small
2447,39,78.92,3077.88,8/27/2004 0:00,Shipped,Motorcycles,Marta's Replicas Co.,USA,Medium
2448,44,80.55,3544.2,9/30/2004 0:00,Shipped,Motorcycles,"Toys of Finland, Co.",Finland,Medium
2449,28,88.68,2483.04,10/15/2004 0:00,Shipped,Motorcycles,Baane Mini Imports,Norway,Small
2450,45,77.29,3478.05,11/3/2004 0:00,Shipped,Motorcycles,Microscale Inc.,USA,Medium
2451,20,100,3657.8,11/17/2004 0:00,Shipped,Motorcycles,Motor Mint Distributors Inc.,USA,Medium
2452,38,100,4682.36,11/24/2004 0:00,Shipped,Motorcycles,Salzburg Collectables,Austria,Medium
2453,26,100,3937.7,12/9/2004 0:00,Shipped,Motorcycles,Lyon Souveniers,France,Medium
2454,44,100,4984.32,1/7/2005 0:00,Shipped,Motorcycles,Mini Creations Ltd.,USA,Medium
2455,49,100,5406.66,2/3/2005 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Medium
2456,22,100,3491.18,3/4/2005 0:00,Shipped,Motorcycles,Mini Gifts Distributors Ltd.,USA,Medium
2457,31,68.34,2118.54,4/8/2005 0:00,Shipped,Motorcycles,"UK Collectables, Ltd.",UK,Small
2458,41,70.67,2897.47,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Small
2459,25,76.67,1916.75,4/28/2003 0:00,Shipped,Ships,Salzburg Collectables,Austria,Small
2460,31,60,1860,6/12/2003 0:00,Shipped,Ships,"Stylish Desk Decors, Co.",UK,Small
2461,41,64,2624,8/8/2003 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Small
2462,43,64.67,2780.81,9/28/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2463,43,75.34,3239.62,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Medium
2464,24,76,1824,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Small
2465,21,54,1134,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2466,23,64.67,1487.41,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Small
2467,38,74.67,2837.46,1/2/2004 0:00,Shipped,Ships,"Saveley & Henriot, Co.",France,Small
2468,31,62.67,1942.77,2/19/2004 0:00,Shipped,Ships,Collectable Mini Designs Co.,USA,Small
2469,36,70.67,2544.12,3/29/2004 0:00,Shipped,Ships,Tekni Collectables Inc.,USA,Small
2470,36,71.34,2568.24,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Small
2471,34,62,2108,6/17/2004 0:00,Shipped,Ships,Quebec Home Shopping Network,Canada,Small
2472,21,65.34,1372.14,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Small
2473,45,78.67,3540.15,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Medium
2474,26,75.34,1958.84,9/10/2004 0:00,Shipped,Ships,Gifts4AllAges.com,USA,Small
2475,50,54,2700,10/14/2004 0:00,Shipped,Ships,"AV Stores, Co.",UK,Small
2476,41,62,2542,10/29/2004 0:00,Shipped,Ships,La Rochelle Gifts,France,Small
2477,39,60,2340,11/9/2004 0:00,Shipped,Ships,"Volvo Model Replicas, Co",Sweden,Small
2478,22,100,2816.44,11/23/2004 0:00,Shipped,Ships,"Tokyo Collectables, Ltd",Japan,Small
2479,46,76.67,3526.82,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Medium
2480,44,100,4627.92,1/31/2005 0:00,Shipped,Ships,"Oulu Toy Supplies, Inc.",Finland,Medium
2481,25,77.34,1933.5,2/28/2005 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Small
2482,39,66.67,2600.13,3/23/2005 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Small
2483,37,71.34,2639.58,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Small
2484,31,100,3312.97,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2485,47,82.21,3863.87,4/29/2003 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
2486,24,77.64,1863.36,6/27/2003 0:00,Shipped,Planes,Euro Shopping Channel,Spain,Small
2487,36,100,3945.96,8/10/2003 0:00,Shipped,Planes,Mini Creations Ltd.,USA,Medium
2488,48,100,4954.08,10/8/2003 0:00,Shipped,Planes,Euro Shopping Channel,Spain,Medium
2489,28,98.65,2762.2,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Small
2490,48,83.12,3989.76,12/1/2003 0:00,Shipped,Planes,West Coast Collectables Co.,USA,Medium
2491,21,78.55,1649.55,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Small
2492,25,100,2534.75,2/20/2004 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Small
2493,25,100,2580.25,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
2494,31,91.34,2831.54,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
2495,40,84.03,3361.2,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Medium
2496,32,89.51,2864.32,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Small
2497,24,83.12,1994.88,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Small
2498,42,100,4296.6,9/15/2004 0:00,Shipped,Planes,"Bavarian Collectables Imports, Co.",Germany,Medium
2499,21,100,2224.95,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Small
2500,34,82.21,2795.14,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Small
2501,27,100,2762.1,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Small
2502,30,88.6,2658,11/24/2004 0:00,Shipped,Planes,Enaco Distributors,Spain,Small
2503,39,100,5043.87,12/4/2004 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Medium
2504,20,60.54,1210.8,12/17/2004 0:00,Shipped,Planes,Souveniers And Things Co.,Australia,Small
2505,37,81.87,3029.19,2/3/2005 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
2506,46,100,10066.6,3/3/2005 0:00,Shipped,Planes,FunGiftIdeas.com,USA,Large
2507,47,87.69,4121.43,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Medium
2508,11,100,1135.31,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Small
2509,23,91.34,2100.82,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Small
2510,29,70.15,2034.35,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Small
2511,38,79.68,3027.84,4/16/2003 0:00,Shipped,Ships,"Dragon Souveniers, Ltd.",Singapore,Medium
2512,32,97,3104,6/6/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Medium
2513,43,84.01,3612.43,8/8/2003 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Medium
2514,31,87.48,2711.88,9/28/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2515,29,100,3013.97,10/21/2003 0:00,Shipped,Ships,FunGiftIdeas.com,USA,Medium
2516,31,88.34,2738.54,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Small
2517,30,94.4,2832,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2518,50,94.4,4720,11/26/2003 0:00,Shipped,Ships,Super Scale Inc.,USA,Medium
2519,40,80.55,3222,1/2/2004 0:00,Shipped,Ships,"Saveley & Henriot, Co.",France,Medium
2520,23,97,2231,2/18/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Small
2521,26,88.34,2296.84,3/20/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Small
2522,40,100,4157.2,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Medium
2523,21,100,2146.2,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Small
2524,43,86.61,3724.23,8/20/2004 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Medium
2525,29,71.89,2084.81,9/9/2004 0:00,Shipped,Ships,Amica Models & Co.,Italy,Small
2526,38,91.81,3488.78,10/14/2004 0:00,Shipped,Ships,"AV Stores, Co.",UK,Medium
2527,23,76.22,1753.06,10/22/2004 0:00,Shipped,Ships,Heintze Collectables,Denmark,Small
2528,20,100,3469.2,11/10/2004 0:00,Resolved,Ships,Danish Wholesale Imports,Denmark,Medium
2529,36,70.3,2530.8,11/21/2004 0:00,Shipped,Ships,Classic Legends Inc.,USA,Small
2530,28,100,2924.32,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2531,44,100,4496.8,1/26/2005 0:00,Shipped,Ships,"Tokyo Collectables, Ltd",Japan,Medium
2532,49,100,6397.44,2/23/2005 0:00,Shipped,Ships,Corporate Gift Ideas Co.,USA,Medium
2533,32,80.55,2577.6,3/28/2005 0:00,Shipped,Ships,Alpha Cognac,France,Small
2534,34,100,3533.62,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Medium
2535,30,100,3177.3,2/17/2003 0:00,Shipped,Ships,Rovelli Gifts,Italy,Medium
2536,29,94.14,2730.06,4/28/2003 0:00,Shipped,Ships,Salzburg Collectables,Austria,Small
2537,22,85.99,1891.78,6/16/2003 0:00,Shipped,Ships,Gift Ideas Corp.,USA,Small
2538,26,100,2612.48,8/10/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2539,32,91.43,2925.76,10/6/2003 0:00,Shipped,Ships,"Toys of Finland, Co.",Finland,Small
2540,29,100,2940.02,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Small
2541,34,96.86,3293.24,11/8/2003 0:00,Shipped,Ships,Alpha Cognac,France,Medium
2542,24,99.57,2389.68,11/14/2003 0:00,Shipped,Ships,"Double Decker Gift Stores, Ltd",UK,Small
2543,24,90.52,2172.48,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Small
2544,33,88.71,2927.43,1/9/2004 0:00,Shipped,Ships,"Men 'R' US Retailers, Ltd.",USA,Small
2545,26,100,2659.54,2/19/2004 0:00,Shipped,Ships,Collectable Mini Designs Co.,USA,Small
2546,40,95.95,3838,5/8/2004 0:00,Shipped,Ships,Cambridge Collectables Co.,USA,Medium
